allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand_orientation,genbank_cds_start,genbank_cds_stop,pubmed_reference,blacklisted_taxa,db_version,enhanced_subclass,to_check
,qacG2,,quaternary ammonium compound efflux SMR transporter QacG2,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_031943052.1,NG_052288.1,No,AFR43946.1,JX469828.1,+,30243,30575,,,2020-01-22.1,new,no
,qacG2,,quaternary ammonium compound efflux SMR transporter QacG2,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_057094859.1,NG_052388.1,No,AGE97304.1,KC170993.1,+,4903,5235,,,2020-01-22.1,new,no
,qacG2,,quaternary ammonium compound efflux SMR transporter QacG2,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_015063357.1,NG_051911.1,No,ACG63565.1,CP016763.1,+,114623,114955,,,2020-01-22.1,new,no
,qacG2,,quaternary ammonium compound efflux SMR transporter QacG2,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_003830719.1,NG_048045.1,No,ACS28601.1,FJ950725.1,+,176,508,,,2020-01-22.1,new,no
,qacG2,,quaternary ammonium compound efflux SMR transporter QacG2,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_071846226.1,NG_052237.1,No,AAK53557.1,AF327731.1,+,112,444,,,2020-01-22.1,new,no
,qacH,,quaternary ammonium compound efflux SMR transporter QacH,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_032489340.1,NG_052082.1,No,CAA76544.1,Y16945.1,+,1862,2185,,,2020-01-22.1,new,no
,qacJ,,quaternary ammonium compound efflux SMR transporter QacJ,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_011100750.1,NG_048046.1,No,CAD55144.1,AJ512814.1,+,1428,1751,,,2020-01-22.1,new,no
,qacK,,quaternary ammonium compound efflux SMR transporter QacK,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_071593221.1,NG_052044.1,No,AGY30885.1,KF525340.1,+,206,538,,,2020-01-22.1,new,no
,qacL,,quaternary ammonium compound efflux SMR transporter QacL,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_015059047.1,NG_048051.1,No,AGX26876.1,KF556708.1,+,212,544,,,2020-01-22.1,new,no
,qacL,,quaternary ammonium compound efflux SMR transporter QacL,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_070342358.1,NG_051854.1,No,AAN41419.1,AY139595.1,+,212,544,,,2020-01-22.1,new,no
,qacL,,quaternary ammonium compound efflux SMR transporter QacL,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_043106116.1,NG_048050.1,No,ACY07914.1,GQ856540.1,+,2002,2334,,,2020-01-22.1,new,no
,qacL,,quaternary ammonium compound efflux SMR transporter QacL,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_000800531.1,NG_048049.1,No,ACU24660.1,FJ646629.1,+,5068,5400,,,2020-01-22.1,new,no
,qacL,,quaternary ammonium compound efflux SMR transporter QacL,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_015060824.1,NG_048048.1,No,AAZ42322.1,DQ149925.1,+,189,521,,,2020-01-22.1,new,no
,qacZ,,quaternary ammonium compound efflux SMR transporter QacH,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_010730188.1,NG_061384.1,No,AAO83011.1,AE016833.1,+,8712,9035,,,2020-01-22.1,new,no
,smr,,multidrug efflux SMR transporter Smr,core,STRESS,BIOCIDE,MULTIDRUG,AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE,WP_032491400.1,NG_052366.1,No,AAP22975.1,AY260546.3,+,5480,5797,,,2020-01-22.1,new,no
,smr,,multidrug efflux SMR transporter Smr,core,STRESS,BIOCIDE,MULTIDRUG,AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE,WP_071846258.1,NG_052298.1,No,AGX26869.1,KF556704.1,+,123,440,,,2020-01-22.1,new,no
,ehxA,,enterohemolysin EhxA,plus,VIRULENCE,VIRULENCE,,,,,No,CAA63849.1,X94129.1,+,1,2997,,,2020-01-22.1,new,no
,stxA2c,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2C,,,No,CAA30714.1,X07865.1,+,239,1198,,,2020-01-22.1,new,no
,f17g,,F17G fimbrial adhesin,plus,VIRULENCE,VIRULENCE,,,,,No,AAD17514.1,AF055311.1,+,1,1032,,,2020-01-22.1,new,no
,tir,,type III secretion system LEE translocated intimin receptor Tir,plus,VIRULENCE,VIRULENCE,,,,,No,AAC15683.1,AF045568.1,+,88,1704,,,2020-01-22.1,new,no
,afaC,,AfaC-I/III family usher protein,plus,VIRULENCE,VIRULENCE,,,,,No,CAA54117.1,X76688.1,+,4854,7433,,,2020-01-22.1,new,no
,stxA2b,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2B,,,No,BAB82998.1,AB048225.1,+,1,960,,,2020-01-22.1,new,no
,stxA1a,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,STX1A,,,No,AAA98099.1,M16625.1,+,332,1279,,,2020-01-22.1,new,no
,fim41a,,fimbrial adhesin F41 protein Fim41a,plus,VIRULENCE,VIRULENCE,,,,,No,CAA32535.1,X14354.1,+,255,1088,,,2020-01-22.1,new,no
,stxB1c,,Shiga toxin Stx1c subunit B,plus,VIRULENCE,VIRULENCE,STX1,STX1C,,,No,BAB83023.1,AB048237.1,+,959,1228,,,2020-01-22.1,new,no
,aggA,,aggregative adherence fimbria I major subunit AggA,plus,VIRULENCE,VIRULENCE,,,,,No,AAA57454.1,U12894.1,+,3985,4500,,,2020-01-22.1,new,no
,astA,,heat-stable enterotoxin EAST1,plus,VIRULENCE,VIRULENCE,,,,,No,AAM88299.1,AF411067.1,-,5398,5514,,,2020-01-22.1,new,no
,espA,,type III secretion system LEE translocon filament protein EspA,plus,VIRULENCE,VIRULENCE,,,,,No,AAL06381.1,AF311901.1,+,31565,32143,,,2020-01-22.1,new,no
,f17a,,F17A fimbrial adhesin,plus,VIRULENCE,VIRULENCE,,,,,No,AAC45719.1,AF022140.1,+,317,859,,,2020-01-22.1,new,no
,stxA1a,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,STX1A,,,No,AAA71893.1,L04539.1,+,3187,4134,,,2020-01-22.1,new,no
,aggA,,aggregative adherence fimbria I major subunit AggA,plus,VIRULENCE,VIRULENCE,,,,,No,CAA77068.1,Y18149.1,+,1,504,,,2020-01-22.1,new,no
,tcdB,,glycosylating toxin TcdB,plus,VIRULENCE,VIRULENCE,,,,,No,AJP10336.1,CP010905.2,+,771933,779033,,,2020-01-22.1,new,no
,mchF,,microcin H47 export transporter peptidase/ATP-binding subunit MchF,plus,VIRULENCE,VIRULENCE,,,,,No,CAJ44959.1,AJ009631.3,+,10261,12357,,,2020-01-22.1,new,no
,stxB2c,,Shiga toxin Stx2c subunit B,plus,VIRULENCE,VIRULENCE,STX2,STX2C,,,No,BAB68370.1,AB071845.1,+,3842,4111,,,2020-01-22.1,new,no
,cvaC,,colicin V,plus,VIRULENCE,VIRULENCE,,,,,No,P22522.1,,-,,,,,2020-01-22.1,new,no
,eatA,,serine protease autotransporter toxin EatA,plus,VIRULENCE,VIRULENCE,,,,,No,AAO17297.1,AY163491.2,+,201,4295,,,2020-01-22.1,new,no
,faeG,,F4 (K88) fimbrial adhesin subunit FaeG,plus,VIRULENCE,VIRULENCE,,,,,No,AAC34727.1,U19784.1,+,36,887,,,2020-01-22.1,new,no
,nleA,,type III secretion system effector NleA,plus,VIRULENCE,VIRULENCE,,,,,No,AAK16940.1,AE005174.2,+,2284311,2285636,,,2020-01-22.1,new,no
,stxB2a,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,STX2A,,,No,CAB94149.1,AJ272135.1,+,972,1241,,,2020-01-22.1,new,no
,f17a,,F17A fimbrial adhesin,plus,VIRULENCE,VIRULENCE,,,,,No,AAA92618.1,L77091.1,+,475,1020,,,2020-01-22.1,new,no
,vactox,,vacuolating autotransporter toxin Vat,plus,VIRULENCE,VIRULENCE,,,,,No,AAN78874.1,AE014075.1,-,371877,376007,,,2020-01-22.1,new,no
,espA,,type III secretion system LEE translocon filament protein EspA,plus,VIRULENCE,VIRULENCE,,,,,No,AAC99337.1,AF064683.1,+,73,648,,,2020-01-22.1,new,no
,stxA2d,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2D,,,No,AAM22256.1,AY095209.1,+,471,1430,,,2020-01-22.1,new,no
,papE,,P fimbrial minor subunit PapE,plus,VIRULENCE,VIRULENCE,,,,,No,CAA43568.1,X61239.1,+,7536,8057,,,2020-01-22.1,new,no
,papG-III,,P fimbria tip G-adhesin PapG-III,plus,VIRULENCE,VIRULENCE,,,,,No,CAA43558.1,X61238.1,+,1223,2230,,,2020-01-22.1,new,no
,stxA2b,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2B,,,No,BAA77751.1,AB012102.1,+,1,960,,,2020-01-22.1,new,no
,epeA,,serine protease autotransporter EpeA,plus,VIRULENCE,VIRULENCE,,,,,No,AAL18821.1,AY258503.2,+,48716,52795,,,2020-01-22.1,new,no
,sigA,,serine protease autotransporter toxin SigA,plus,VIRULENCE,VIRULENCE,,,,,No,AAN44449.1,AE005674.2,+,3060437,3064294,,,2020-01-22.1,new,no
,tir,,type III secretion system LEE translocated intimin receptor Tir,plus,VIRULENCE,VIRULENCE,,,,,No,AAC69314.1,AF070067.1,+,1303,2979,,,2020-01-22.1,new,no
,yfeB,,iron/manganese ABC transporter ATP-binding protein YfeB,plus,VIRULENCE,VIRULENCE,,,,,No,AAC46148.1,U50597.1,+,1185,2075,,,2020-01-22.1,new,no
,sepA,,serine protease autotransporter toxin SepA,plus,VIRULENCE,VIRULENCE,,,,,No,AAK18385.1,AF348706.1,-,52283,56377,,,2020-01-22.1,new,no
,faeG,,F4 (K88) fimbrial adhesin subunit FaeG,plus,VIRULENCE,VIRULENCE,,,,,No,AAA24390.1,M25302.1,+,408,1259,,,2020-01-22.1,new,no
,tir,,type III secretion system LEE translocated intimin receptor Tir,plus,VIRULENCE,VIRULENCE,,,,,No,AAG40758.1,AF301618.1,+,51,1694,,,2020-01-22.1,new,no
,espF,,type III secretion system LEE effector EspF,plus,VIRULENCE,VIRULENCE,,,,,No,AAC38400.1,AF022236.1,+,34121,34741,,,2020-01-22.1,new,no
,faeG,,F4 (K88) fimbrial adhesin subunit FaeG,plus,VIRULENCE,VIRULENCE,,,,,No,AAA24032.1,M29374.1,+,36,893,,,2020-01-22.1,new,no
,ybtQ,,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,plus,VIRULENCE,VIRULENCE,,,,,No,AAC69584.1,AF091251.1,-,5724,7526,,,2020-01-22.1,new,no
,stxA1c,,Shiga toxin Stx1c subunit A,plus,VIRULENCE,VIRULENCE,STX1,STX1C,,,No,CAA85370.1,Z36901.1,+,156,1103,,,2020-01-22.1,new,no
,ybtP,,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,plus,VIRULENCE,VIRULENCE,,,,,No,CAA21388.1,AL031866.1,-,84212,86014,,,2020-01-22.1,new,no
,sta1,,heat-stable enterotoxin ST-I group a,plus,VIRULENCE,VIRULENCE,,,,,No,AAA24653.1,M25607.1,+,286,504,,,2020-01-22.1,new,no
,papH,,P fimbrial minor subunit PapH,plus,VIRULENCE,VIRULENCE,,,,,No,CAA43563.1,X61239.1,+,2384,2971,,,2020-01-22.1,new,no
,cnf1,,cytotoxic necrotizing factor CNF1,plus,VIRULENCE,VIRULENCE,,,,,No,AAN03786.1,AF483829.1,+,182,3226,,,2020-01-22.1,new,no
,stb,,heat-stable enterotoxin ST-II,plus,VIRULENCE,VIRULENCE,,,,,No,AAK29747.1,AY028790.1,+,455,670,,,2020-01-22.1,new,no
,ireA,,TonB-dependent siderophore receptor IreA,plus,VIRULENCE,VIRULENCE,,,,,No,AAN83596.1,AE014075.1,+,4935990,4938038,,,2020-01-22.1,new,no
,f17g,,F17G fimbrial adhesin,plus,VIRULENCE,VIRULENCE,,,,,No,AAA69514.1,L33969.1,+,13,1044,,,2020-01-22.1,new,no
,astA,,heat-stable enterotoxin EAST1,plus,VIRULENCE,VIRULENCE,,,,,No,AAD43579.1,AF161001.1,+,1,117,,,2020-01-22.1,new,no
,fasA,,F6 fimbrial major subunit FasA,plus,VIRULENCE,VIRULENCE,,,,,No,AAA23405.1,M35257.1,+,259,843,,,2020-01-22.1,new,no
,espB,,type III secretion system LEE translocon pore-forming subunit EspB,plus,VIRULENCE,VIRULENCE,,,,,No,CAA74174.1,Y13859.1,+,4445,5389,,,2020-01-22.1,new,no
,stxA2g,,Shiga toxin Stx2g subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2G,,,No,BAB83002.1,AB048227.1,+,1,960,,,2020-01-22.1,new,no
,ehxA,,enterohemolysin EhxA,plus,VIRULENCE,VIRULENCE,,,,,No,ABQ02445.1,EF204925.1,+,1,2997,,,2020-01-22.1,new,no
,pet,,serine protease autotransporter toxin Pet,plus,VIRULENCE,VIRULENCE,,,,,No,AAC26634.1,AF056581.1,+,281,4168,,,2020-01-22.1,new,no
,stxA2b,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2B,,,No,CAC48396.1,AJ313015.1,+,77,1036,,,2020-01-22.1,new,no
,stxB2g,,Shiga toxin Stx2g subunit B,plus,VIRULENCE,VIRULENCE,STX2,STX2G,,,No,BAB83003.1,AB048227.1,+,973,1242,,,2020-01-22.1,new,no
,espB,,type III secretion system LEE translocon pore-forming subunit EspB,plus,VIRULENCE,VIRULENCE,,,,,No,AAC38396.1,AF022236.1,+,32115,33080,,,2020-01-22.1,new,no
,stxA2b,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2B,,,No,BAA77749.1,AB012101.1,+,1,960,,,2020-01-22.1,new,no
,lpfA,,long polar fimbria major subunit LpfA,plus,VIRULENCE,VIRULENCE,,,,,No,CAV00478.1,CU928145.2,-,4081934,4082458,,,2020-01-22.1,new,no
,stxA1a,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,STX1A,,,No,CAA85368.1,Z36900.1,+,156,1103,,,2020-01-22.1,new,no
,stxA2g,,Shiga toxin Stx2g subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2G,,,No,BAB83020.1,AB048236.1,+,1,960,,,2020-01-22.1,new,no
,espB,,type III secretion system LEE translocon pore-forming subunit EspB,plus,VIRULENCE,VIRULENCE,,,,,No,CAA65654.1,X96953.1,+,1,939,,,2020-01-22.1,new,no
,astA,,heat-stable enterotoxin EAST1,plus,VIRULENCE,VIRULENCE,,,,,No,AAD43578.1,AF161000.1,+,1,117,,,2020-01-22.1,new,no
,stxA2e,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2E,,,No,CAB77169.2,AJ249351.2,+,3364,4323,,,2020-01-22.1,new,no
,papC,,P fimbrial usher protein PapC,plus,VIRULENCE,VIRULENCE,,,,,No,CAA43564.1,X61239.1,+,3030,5540,,,2020-01-22.1,new,no
,ehxA,,enterohemolysin EhxA,plus,VIRULENCE,VIRULENCE,,,,,No,BAA31774.1,AB011549.2,+,16612,19608,,,2020-01-22.1,new,no
,espC,,serine protease autotransporter toxin EspC,plus,VIRULENCE,VIRULENCE,,,,,No,AAC44731.1,U69128.1,+,32,3952,,,2020-01-22.1,new,no
,iss,,increased serum survival lipoprotein Iss,plus,VIRULENCE,VIRULENCE,,,,,No,AAN80033.1,AE014075.1,-,1422880,1423221,,,2020-01-22.1,new,no
,iha,,bifunctional siderophore receptor/adhesin Iha,plus,VIRULENCE,VIRULENCE,,,,,No,AAN82058.1,AE014075.1,-,3448776,3450866,,,2020-01-22.1,new,no
,pic,,serine protease autotransporter toxin Pic,plus,VIRULENCE,VIRULENCE,,,,,No,AFS72825.1,CP003289.1,-,919718,923836,,,2020-01-22.1,new,no
,espC,,serine protease autotransporter toxin EspC,plus,VIRULENCE,VIRULENCE,,,,,No,AAG37043.1,AF297061.1,+,5309,9226,,,2020-01-22.1,new,no
,saa,,autoagglutinating adhesin Saa,plus,VIRULENCE,VIRULENCE,,,,,No,AAL26283.1,AF399919.3,+,6290,7840,,,2020-01-22.1,new,no
,stxB1c,,Shiga toxin Stx1c subunit B,plus,VIRULENCE,VIRULENCE,STX1,STX1C,,,No,CAA85371.1,Z36901.1,+,1114,1383,,,2020-01-22.1,new,no
,perA,,BFP system transcriptional regulator PerA,plus,VIRULENCE,VIRULENCE,,,,,No,AAG42788.1,AF307342.1,+,372,1196,,,2020-01-22.1,new,no
,papG-II,,P fimbria tip G-adhesin PapG-II,plus,VIRULENCE,VIRULENCE,,,,,No,AAA24293.1,M20181.1,+,1222,2235,,,2020-01-22.1,new,no
,tsh,,temperature-sensitive protease autotransporter hemagglutinin Tsh,plus,VIRULENCE,VIRULENCE,,,,,No,AAA24698.1,AF218073.1,+,4127,8260,,,2020-01-22.1,new,no
,ipaD,,type III secretion system needle tip complex protein IpaD,plus,VIRULENCE,VIRULENCE,,,,,No,AAL72350.1,AF386526.1,-,109088,110086,,,2020-01-22.1,new,no
,stxA2e,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2E,,,No,CAA57171.1,X81415.1,+,1,960,,,2020-01-22.1,new,no
,stxB2a,,Shiga toxin Stx2a subunit B,plus,VIRULENCE,VIRULENCE,STX2,STX2A,,,No,CAA30715.1,X07865.1,+,1210,1479,,,2020-01-22.1,new,no
,cdtA,,ADP-ribosylating binary toxin enzymatic subunit CdtA,plus,VIRULENCE,VIRULENCE,,,,,No,AAF81760.1,AF271719.1,+,1,1392,,,2020-01-22.1,new,no
,stxB2b,,Shiga toxin Stx2b subunit B,plus,VIRULENCE,VIRULENCE,STX2,STX2B,,,No,BAB83005.1,AB048228.1,+,973,1242,,,2020-01-22.1,new,no
,perA,,BFP system transcriptional regulator PerA,plus,VIRULENCE,VIRULENCE,,,,,No,AAG10695.1,AF254667.1,+,522,1346,,,2020-01-22.1,new,no
,f17g,,F17G fimbrial adhesin,plus,VIRULENCE,VIRULENCE,,,,,No,AAD17513.1,AF055310.1,+,1,1032,,,2020-01-22.1,new,no
,aggD,,aggregative adherence fimbria I chaperone AggD,plus,VIRULENCE,VIRULENCE,,,,,No,AAA57451.1,U12894.1,+,133,891,,,2020-01-22.1,new,no
,stxA2b,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2B,,,No,CAA46767.1,X65949.1,+,576,1535,,,2020-01-22.1,new,no
,cnf1,,cytotoxic necrotizing factor CNF1,plus,VIRULENCE,VIRULENCE,,,,,No,CAA50007.1,X70670.1,+,856,3900,,,2020-01-22.1,new,no
,stxA2a,,Shiga toxin Stx2a subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2A,,,No,CAA90630.1,Z50754.1,+,176,1135,,,2020-01-22.1,new,no
,aggC,,aggregative adherence fimbria I usher protein AggC,plus,VIRULENCE,VIRULENCE,,,,,No,AAA57452.1,U12894.1,+,905,3433,,,2020-01-22.1,new,no
,lpfA1,,long polar fimbria major subunit LpfA1,plus,VIRULENCE,VIRULENCE,,,,,No,OPH66324.1,MWVK01000001.1,-,266601,267137,,,2020-01-22.1,new,no
,agg3D,,aggregative adherence fimbria 3 chaperone Agg3D,plus,VIRULENCE,VIRULENCE,,,,,No,CAU95824.1,CU928159.2,-,57574,58326,,,2020-01-22.1,new,no
,efa1,,lymphostatin Efa1/LifA,plus,VIRULENCE,VIRULENCE,,,,,No,CAC81883.1,AJ277443.1,-,37422,47093,,,2020-01-22.1,new,no
,mchF,,microcin H47 export transporter peptidase/ATP-binding subunit MchF,plus,VIRULENCE,VIRULENCE,,,,,No,AAL08400.1,AF063590.3,+,9653,11749,,,2020-01-22.1,new,no
,f17g,,F17G fimbrial adhesin,plus,VIRULENCE,VIRULENCE,,,,,No,AAC45722.1,AF022140.1,+,4200,5234,,,2020-01-22.1,new,no
,nleB,,type III secretion system effector arginine glycosyltransferase NleB,plus,VIRULENCE,VIRULENCE,,,,,No,BAB37280.1,BA000007.3,+,3863741,3864730,,,2020-01-22.1,new,no
,perA,,BFP system transcriptional regulator PerA,plus,VIRULENCE,VIRULENCE,,,,,No,AAG53662.1,AF305565.1,+,333,1157,,,2020-01-22.1,new,no
,stxB2f,,Shiga toxin Stx2f subunit B,plus,VIRULENCE,VIRULENCE,STX2,STX2F,,,No,AAA24633.1,M29153.1,+,1226,1489,,,2020-01-22.1,new,no
,espB,,type III secretion system LEE translocon pore-forming subunit EspB,plus,VIRULENCE,VIRULENCE,,,,,No,AAG58818.1,AE005174.2,-,4660026,4660964,,,2020-01-22.1,new,no
,espF,,type III secretion system LEE effector EspF,plus,VIRULENCE,VIRULENCE,,,,,No,AAG58814.1,AE005174.2,-,4658240,4658986,,,2020-01-22.1,new,no
,sepA,,serine protease autotransporter toxin SepA,plus,VIRULENCE,VIRULENCE,,,,,No,CAA88252.1,Z48219.1,+,262,4362,,,2020-01-22.1,new,no
,espA,,type III secretion system LEE translocon filament protein EspA,plus,VIRULENCE,VIRULENCE,,,,,No,AAC38394.1,AF022236.1,+,30361,30939,,,2020-01-22.1,new,no
,f17a,,F17A fimbrial adhesin,plus,VIRULENCE,VIRULENCE,,,,,No,AAD17510.1,AF055307.1,+,1,543,,,2020-01-22.1,new,no
,f17a,,F17A fimbrial adhesin,plus,VIRULENCE,VIRULENCE,,,,,No,AAA23737.1,L14318.1,+,314,856,,,2020-01-22.1,new,no
,pic,,serine protease autotransporter toxin Pic,plus,VIRULENCE,VIRULENCE,,,,,No,AAD23953.1,AF097644.1,+,986,5104,,,2020-01-22.1,new,no
,perA,,BFP system transcriptional regulator PerA,plus,VIRULENCE,VIRULENCE,,,,,No,BAA84859.1,AB024946.1,+,20757,21581,,,2020-01-22.1,new,no
,stxA2e,,Shiga toxin Stx2e subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2E,,,No,AAA19189.1,M21534.1,+,242,1201,,,2020-01-22.1,new,no
,fim41a,,fimbrial adhesin F41 protein Fim41a,plus,VIRULENCE,VIRULENCE,,,,,No,AAA23421.1,M21788.1,+,93,926,,,2020-01-22.1,new,no
,papG-I,,P fimbria tip G-adhesin PapG-I,plus,VIRULENCE,VIRULENCE,,,,,No,CAA43570.1,X61239.1,+,8679,9686,,,2020-01-22.1,new,no
,virF,,AraC family invasion system transcriptional regulator VirF,plus,VIRULENCE,VIRULENCE,,,,,No,ABB68924.1,CP000037.1,+,38539,39327,,,2020-01-22.1,new,no
,stxA2d,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2D,,,No,AAN77057.1,AF500189.1,+,169,1128,,,2020-01-22.1,new,no
,pic,,serine protease autotransporter toxin Pic,plus,VIRULENCE,VIRULENCE,,,,,No,AAN78833.1,AE014075.1,-,326209,330324,,,2020-01-22.1,new,no
,tcdE,,holin-like glycosylating toxin export protein TcdE,plus,VIRULENCE,VIRULENCE,,,,,No,AJP10337.1,CP010905.2,+,779155,779655,,,2020-01-22.1,new,no
,f17a,,F17A fimbrial adhesin,plus,VIRULENCE,VIRULENCE,,,,,No,AAA85087.1,L43373.1,+,22,567,,,2020-01-22.1,new,no
,mchF,,microcin H47 export transporter peptidase/ATP-binding subunit MchF,plus,VIRULENCE,VIRULENCE,,,,,No,CAA40744.1,X57524.1,+,1486,3582,,,2020-01-22.1,new,no
,lpfA,,long polar fimbria major subunit LpfA-O113,plus,VIRULENCE,VIRULENCE,,,,,No,AAP18950.1,AE014073.1,+,3855926,3856498,,,2020-01-22.1,new,no
,nfaE,,Dr family non-fimbrial adhesin I chaperone NfaE,plus,VIRULENCE,VIRULENCE,,,,,No,CAA54115.1,X76688.1,+,4018,4761,,,2020-01-22.1,new,no
,fedF,,F18 fimbrial adhesin subunit FedF,plus,VIRULENCE,VIRULENCE,,,,,No,AAX63245.1,AY970783.1,+,1,903,,,2020-01-22.1,new,no
,stxB1d,,Shiga toxin Stx1d subunit B,plus,VIRULENCE,VIRULENCE,STX1,STX1D,,,No,AAO19476.1,AY170851.1,+,968,1237,,,2020-01-22.1,new,no
,stxA2d,,Shiga toxin Stx2d subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2D,,,No,AAM88302.1,AF479828.1,+,4291,5250,,,2020-01-22.1,new,no
,perA,,BFP system transcriptional regulator PerA,plus,VIRULENCE,VIRULENCE,,,,,No,AAG16676.1,AF255772.1,+,372,1196,,,2020-01-22.1,new,no
,stxA2b,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2B,,,No,AAD12174.1,AF043627.1,+,177,1136,,,2020-01-22.1,new,no
,stxA1c,,Shiga toxin Stx1c subunit A,plus,VIRULENCE,VIRULENCE,STX1,STX1C,,,No,BAC10987.1,AB071619.1,+,1,948,,,2020-01-22.1,new,no
,bmaE,,M agglutinin-type afimbrial adhesin BmaE/AfaE-8,plus,VIRULENCE,VIRULENCE,,,,,No,AAA23523.1,M15677.1,+,28,540,,,2020-01-22.1,new,no
,nfaE,,Dr family non-fimbrial adhesin I chaperone NfaE,plus,VIRULENCE,VIRULENCE,,,,,No,AAK17180.1,AF325672.1,+,998,1741,,,2020-01-22.1,new,no
,ibeA,,putative intracellular survival FAD-dependent oxidoreductase IbeA,plus,VIRULENCE,VIRULENCE,,,,,No,AAF98391.2,AF289032.2,+,17476,18846,,,2020-01-22.1,new,no
,stxA2f,,Shiga toxin Stx2f subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2F,,,No,CAB64953.1,AJ010730.1,+,68,1027,,,2020-01-22.1,new,no
,stxA2c,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2C,,,No,AAA16362.1,L11079.1,+,177,1136,,,2020-01-22.1,new,no
,stxA2c,,Shiga toxin Stx2c subunit A,plus,VIRULENCE,VIRULENCE,STX2,STX2C,,,No,BAB68369.1,AB071845.1,+,2871,3830,,,2020-01-22.1,new,no
,cdtB,,cytolethal distending toxin type II nuclease subunit CdtB,plus,VIRULENCE,VIRULENCE,,,,,No,AAA18786.1,U04208.1,+,1181,1990,,,2020-01-22.1,new,no
,sepA,,serine protease autotransporter toxin SepA,plus,VIRULENCE,VIRULENCE,,,,,No,AAL72309.1,AF386526.1,-,52745,56839,,,2020-01-22.1,new,no
,cfaC,,CFA/I pilus usher protein CfaC,plus,VIRULENCE,VIRULENCE,,,,,No,AAC41416.1,M55661.1,+,2170,4779,,,2020-01-22.1,new,no
,espA,,type III secretion system LEE translocon filament protein EspA,plus,VIRULENCE,VIRULENCE,,,,,No,CAR47993.1,FM201463.1,+,30330,30908,,,2020-01-22.1,new,no
,bfpA,,bundle-forming pilus major subunit BfpA,plus,VIRULENCE,VIRULENCE,,,,,No,BAE98279.1,AB247923.1,+,36,617,,,2020-01-22.1,new,no
