allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class_new,subclass_new,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,mut_acc,key,enhanced_class,enhanced_subclass,Status,Previous_class,Previous_subclass,NS Changes,NS comments
,spvD,,SPI-2 type III secretion system effector cysteine hydrolase SpvD,plus,VIRULENCE,VIRULENCE,,,WP_001575489.1,,No,AAG59626.1,AF329248.1,+,22,672,,,,"132,248,527,789,710",,,spvD,2026-03-24.1,__,WP_001575489.1,Virulence,Other,updated,,,,
,spw,,ANT(9) family aminoglycoside nucleotidyltransferase Spw,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002294509.1,NG_048075.1,Yes,,CP024781.1,-,1553414,1554223,+,101,910,,,,spw,2026-03-24.1,__NG_048075.1,WP_002294509.1,Aminoglycoside,Aminoglycoside,existing,,,,
,srm(B),,ABC-F type ribosomal protection protein Srm(B),core,AMR,AMR,MACROLIDE,SPIRAMYCIN,WP_053138477.1,NG_048076.1,No,CAA45050.1,X63451.1,+,558,2210,+,101,1753,1612454,,,srm(B),2026-03-24.1,__NG_048076.1,WP_053138477.1,Macrolide,Spiramycin,existing,,,,
,srpA,,solvent efflux RND transporter periplasmic adaptor subunit SrpA,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,WP_019437729.1,,No,AAD12178.1,AF029405.1,+,291,1439,,,,9417051,,,srpA,2026-03-24.1,__,WP_019437729.1,Efflux,Efflux,existing,,,,
,srpB,,solvent efflux RND transporter permease subunit SrpB,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,WP_014003970.1,,No,AAD12176.1,AF029405.1,+,1453,4602,,,,9417051,,,srpB,2026-03-24.1,__,WP_014003970.1,Efflux,Efflux,existing,,,,
,srpR,,solvent efflux transporter antirepressor SrpR,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,WP_019437727.1,,No,AAF16682.1,AF061937.1,+,843,1484,,,,,,,srpR,2026-03-24.1,__,WP_019437727.1,Efflux,Efflux,existing,,,,
,srpS,,solvent efflux transporter transcriptional repressor SrpS,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,WP_019437728.1,,No,AAF16681.1,AF061937.1,+,58,837,,,,,,,srpS,2026-03-24.1,__,WP_019437728.1,Efflux,Efflux,existing,,,,
,srpS,,solvent efflux transporter transcriptional repressor SrpS,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,WP_014003968.1,,No,AAK69562.1,HM626202.1,-,88331,89110,,,,,,,srpS,2026-03-24.1,__,WP_014003968.1,Efflux,Efflux,existing,,,,
,srtA,,class C sortase SrtA,plus,VIRULENCE,VIRULENCE,,,WP_010935503.1,,No,CAE50543.1,BX248359.1,-,330513,331382,,,,22026821,,,srtA,2026-03-24.1,__,WP_010935503.1,Virulence,Other,updated,,,,
,srtB,,class B sortase SrtB,plus,VIRULENCE,VIRULENCE,,,WP_010934130.1,,No,CAE48738.1,BX248354.1,-,197338,198327,,,,"156,082,081,737,607,000,000,000",,,srtB,2026-03-24.1,__,WP_010934130.1,Virulence,Other,updated,,,,
,srtC,,class C sortase SrtC,plus,VIRULENCE,VIRULENCE,,,WP_010934133.1,,No,CAE48741.1,BX248354.1,+,200435,201373,,,,"156,082,081,737,607,000,000,000",,,srtC,2026-03-24.1,__,WP_010934133.1,Virulence,Other,updated,,,,
,srtD,,SpaH fimbrial biogenesis class C sortase SrtD,plus,VIRULENCE,VIRULENCE,,,WP_010935679.1,,No,CAE50752.1,BX248360.1,-,227627,228583,,,,30395255,,,srtD,2026-03-24.1,__,WP_010935679.1,Virulence,Other,updated,,,,
,srtE,,SpaH fimbrial biogenesis class C sortase SrtE,plus,VIRULENCE,VIRULENCE,,,WP_010935678.1,,No,CAE50751.1,BX248360.1,-,226597,227643,,,,30395255,,,srtE,2026-03-24.1,__,WP_010935678.1,Virulence,Other,updated,,,,
,sseI,,SPI-2 type III secretion system effector SseI,plus,VIRULENCE,VIRULENCE,,,WP_001533476.1,,No,HFW1528897.1,DBAIRC010000161.1,+,2653,3621,,,,30102745,,,sseI,2026-03-24.1,__,WP_001533476.1,Virulence,Other,updated,,,,
,sseK2,,type III secretion system effector arginine glycosyltransferase SseK2,plus,VIRULENCE,VIRULENCE,,,WP_010989041.1,,No,AAL21040.1,AE006468.2,+,2231494,2232540,,,,"2,879,990,730,395,250",,,sseK2,2026-03-24.1,__,WP_010989041.1,Virulence,Other,updated,,,,
,sseK3,,type III secretion system effector arginine glycosyltransferase SseK3,plus,VIRULENCE,VIRULENCE,,,WP_000492926.1,,No,CBW18025.1,FQ312003.1,+,2040503,2041510,,,,29509137,,,sseK3,2026-03-24.1,__,WP_000492926.1,Virulence,Other,updated,,,,
,sslE,,lipoprotein metalloprotease SslE,plus,VIRULENCE,VIRULENCE,,,WP_001034562.1,,No,ADE89421.1,CP001969.1,-,3471234,3475796,,,,,,,sslE,2026-03-24.1,__,WP_001034562.1,Virulence,Other,updated,,,,
,ssmE,,multidrug efflux SMR transporter SsmE,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,WP_004930487.1,,No,BAF80121.1,AB361065.1,+,472,804,,,,,,,ssmE,2026-03-24.1,__,WP_004930487.1,Efflux,Efflux,existing,,,,
,sspH2,,SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2,plus,VIRULENCE,VIRULENCE,,,WP_023993397.1,,No,QJV46475.1,CP052807.1,+,1660038,1662404,,,,"1,056,452,310,861,010,000,000,000,000,000,000,000,000",,,sspH2,2026-03-24.1,__,WP_023993397.1,Virulence,Other,updated,,,,
,sta,,streptothricin N-acetyltransferase STAT,core,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,WP_063854936.1,NG_048077.1,No,AAA88560.1,M16183.1,+,530,1099,+,101,670,3106324,,,sta,2026-03-24.1,__NG_048077.1,WP_063854936.1,Other antimicrobial,Streptothricin,existing,,,,
,sta1,,heat-stable enterotoxin ST-I group a,plus,VIRULENCE,VIRULENCE,,,WP_001353651.1,,No,CAD87828.1,AJ555214.1,-,1807,2025,,,,,,,sta1,2026-03-24.1,__,WP_001353651.1,Virulence,Other,updated,,,,
,sta1,,heat-stable enterotoxin ST-I group a,plus,VIRULENCE,VIRULENCE,,,WP_263305206.1,,No,AAA24653.1,M25607.1,+,286,504,,,,,,,sta1,2026-03-24.1,__,WP_263305206.1,Virulence,Other,updated,,,,
,staC,,Sta fimbria outer membrane usher protein StaC,plus,VIRULENCE,VIRULENCE,,,WP_001125010.1,,No,CFY25454.1,CGJV01000009.1,+,55225,57831,,,,35467401,,,staC,2026-03-24.1,__,WP_001125010.1,Virulence,Other,updated,,,,
,stb,,heat-stable enterotoxin ST-II,plus,VIRULENCE,VIRULENCE,,,WP_113773416.1,,No,CAD87835.1,AJ555214.1,+,6072,6287,,,,,,,stb,2026-03-24.1,__,WP_113773416.1,Virulence,Other,updated,,,,
,stb,,heat-stable enterotoxin ST-II,plus,VIRULENCE,VIRULENCE,,,WP_000739296.1,,No,AAK29747.1,AY028790.1,+,455,670,,,,,,,stb,2026-03-24.1,__,WP_000739296.1,Virulence,Other,updated,,,,
,stb,,heat-stable enterotoxin ST-II,plus,VIRULENCE,VIRULENCE,,,WP_015056453.1,,No,AET14866.1,CP000913.1,-,5054,5269,,,,,,,stb,2026-03-24.1,__,WP_015056453.1,Virulence,Other,updated,,,,
,stcA,,Stc fimbria major subunit StcA,plus,VIRULENCE,VIRULENCE,,,WP_000830686.1,,No,AAL21055.1,AE006468.2,-,2247095,2247625,,,,9922266,,,stcA,2026-03-24.1,__,WP_000830686.1,Virulence,Other,updated,,,,
,stcD,,Stc fimbria adhesin StcD,plus,VIRULENCE,VIRULENCE,,,WP_000765279.1,,No,EHE1719242.1,AAZGLN010000005.1,+,82892,83899,,,,15908362,,,stcD,2026-03-24.1,__,WP_000765279.1,Virulence,Other,updated,,,,
,steB,,fimbrial biogenesis outer membrane usher protein SteB,plus,VIRULENCE,VIRULENCE,,,WP_071818056.1,,No,ENT9319886.1,ABUWID010000004.1,+,293547,296243,,,,35467401,,,steB,2026-03-24.1,__,WP_071818056.1,Virulence,Other,updated,,,,
,stfA,,Stf fimbria major subunit StfA,plus,VIRULENCE,VIRULENCE,,,WP_001090554.1,,No,ELN2249909.1,ABNQNH010000002.1,-,57941,58501,,,,12787362,,,stfA,2026-03-24.1,__,WP_001090554.1,Virulence,Other,updated,,,,
,stgA,,Stg fimbria major subunit StgA,plus,VIRULENCE,VIRULENCE,,,WP_000773772.1,,No,ALG18334.1,CP012091.1,-,2883647,2884222,,,,11292704,,,stgA,2026-03-24.1,__,WP_000773772.1,Virulence,Other,updated,,,,
,stiA,,Sti fimbria major subunit StiA,plus,VIRULENCE,VIRULENCE,,,WP_000777532.1,,No,AAL19141.1,AE006468.2,-,208383,208922,,,,12787362,,,stiA,2026-03-24.1,__,WP_000777532.1,Virulence,Other,updated,,,,
,stjB,,StjB fimbria biogenesis outer membrane usher protein StjB,plus,VIRULENCE,VIRULENCE,,,WP_000876250.1,,No,EAP5396978.1,AADEWC010000091.1,+,2297,4705,,,,12787362,,,stjB,2026-03-24.1,__,WP_000876250.1,Virulence,Other,updated,,,,
,stkA,,Stk fimbria major subunit StkA,plus,VIRULENCE,VIRULENCE,,,WP_000466117.1,,No,,CP117396.1,+,3820565,3821170,,,,,,,stkA,2026-03-24.1,__,WP_000466117.1,Virulence,Other,updated,,,,
,stm0854,,STM0854 family CoA ester lyase,plus,VIRULENCE,VIRULENCE,,,WP_001521476.1,,No,AAL19790.1,AE006468.2,+,926184,926699,,,,11677609,,,stm0854,2026-03-24.1,__,WP_001521476.1,Virulence,Other,updated,,,,
,stm0859,,STM0859 family transcriptional regulator,plus,VIRULENCE,VIRULENCE,,,WP_000545327.1,,No,ECV7907541.1,AAKUHO010000018.1,-,25086,25976,,,,35003279,,,stm0859,2026-03-24.1,__,WP_000545327.1,Virulence,Other,updated,,,,
,stm2239,,antiterminator Q family protein,plus,VIRULENCE,VIRULENCE,,,WP_010989045.1,,No,ECJ1955728.1,AAIXOT010000005.1,+,859,1227,,,,23630960,,,stm2239,2026-03-24.1,__,WP_010989045.1,Virulence,Other,updated,,,,
,str,,streptomycin adenylyltransferase Str,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_031916103.1,NG_048079.1,No,AAT34976.1,AY604739.2,+,75,923,+,75,923,,,,str,2026-03-24.1,__NG_048079.1,WP_031916103.1,Aminoglycoside,Streptomycin,existing,,,,
,str,,streptomycin adenylyltransferase Str,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001258486.1,NG_048080.1,No,CBA13544.1,FN435330.1,+,1,849,+,1,849,20399039,,,str,2026-03-24.1,__NG_048080.1,WP_001258486.1,Aminoglycoside,Streptomycin,existing,,,,
,str,,streptomycin adenylyltransferase Str,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_010711054.1,NG_048078.1,No,CAA63519.1,X92946.1,-,18060,18908,+,101,949,"1,125,702,311,735,360",,,str,2026-03-24.1,__NG_048078.1,WP_010711054.1,Aminoglycoside,Streptomycin,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_263305341.1,,No,BAC10987.1,AB071619.1,+,1,948,,,,,,,stxA1a,2026-03-24.1,__,WP_263305341.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_050936708.1,,No,BAC78639.1,AB083044.1,+,1,948,,,,,,,stxA1a,2026-03-24.1,__,WP_050936708.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_263305384.1,,No,CAJ76690.1,AM230662.1,+,149,1096,,,,,,,stxA1a,2026-03-24.1,__,WP_263305384.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_263305385.1,,No,CAJ76692.1,AM230663.1,+,122,1069,,,,,,,stxA1a,2026-03-24.1,__,WP_263305385.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_001368310.1,,No,UIU88878.1,CP061239.1,+,1432543,1433490,,,,,,,stxA1a,2026-03-24.1,__,WP_001368310.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_050864162.1,,No,MBZ9250874.1,JACISP010000011.1,+,134271,135218,,,,,,,stxA1a,2026-03-24.1,__,WP_050864162.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_264720949.1,,No,MCW3225953.1,JAOQKQ010000001.1,-,1258578,1259525,,,,,,,stxA1a,2026-03-24.1,__,WP_264720949.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_263305209.1,,No,AAA71893.1,L04539.1,+,3187,4134,,,,,,,stxA1a,2026-03-24.1,__,WP_263305209.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_000691354.1,,No,AAA98347.1,M19437.1,+,161,1108,,,,,,,stxA1a,2026-03-24.1,__,WP_000691354.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_001365506.1,,No,AAA98151.1,M19473.1,+,163,1110,,,,,,,stxA1a,2026-03-24.1,__,WP_001365506.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_263305367.1,,No,CAA85366.1,Z36899.1,+,156,1103,,,,,,,stxA1a,2026-03-24.1,__,WP_263305367.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1a subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1a,WP_263305368.1,,No,CAA85368.1,Z36900.1,+,156,1103,,,,,,,stxA1a,2026-03-24.1,__,WP_263305368.1,Virulence,Stxa1a,existing,,,,
,stxA1,,Shiga toxin Stx1c subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1c,WP_263305338.1,,No,BAB83022.1,AB048237.1,+,1,948,,,,,,,stxA1c,2026-03-24.1,__,WP_263305338.1,Virulence,Stxa1c,existing,,,,
,stxA1,,Shiga toxin Stx1c subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1c,WP_000691355.1,,No,CAA85370.1,Z36901.1,+,156,1103,,,,,,,stxA1c,2026-03-24.1,__,WP_000691355.1,Virulence,Stxa1c,existing,,,,
,stxA1,,Shiga toxin Stx1d subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1d,WP_000699959.1,,No,AAO19475.1,AY170851.1,+,11,958,,,,,,,stxA1d,2026-03-24.1,__,WP_000699959.1,Virulence,Stxa1d,existing,,,,
,stxA1,,Shiga toxin Stx1e subunit A,plus,VIRULENCE,VIRULENCE,STX1,stxA1e,WP_095907599.1,,No,AHJ80155.1,KF926684.1,+,860,1807,,,,,,,stxA1e,2026-03-24.1,__,WP_095907599.1,Virulence,Stxa1e,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_001365055.1,,No,AAM22256.1,AY095209.1,+,471,1430,,,,,,,stxA2_acd,2026-03-24.1,__,WP_001365055.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_001365055.1,,No,AAM22256.1,AY095209.1,+,471,1430,,,,,,,stxA2_acd,2026-03-24.1,__,WP_001365055.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_001365055.1,,No,AAM22256.1,AY095209.1,+,471,1430,,,,,,,stxA2_acd,2026-03-24.1,__,WP_001365055.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_001365055.1,,No,AAM22256.1,AY095209.1,+,471,1430,,,,,,,stxA2_acd,2026-03-24.1,__,WP_001365055.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_263305244.1,,No,AAS07582.1,AY443045.1,+,1,960,,,,,,,stxA2_acd,2026-03-24.1,__,WP_263305244.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_000649751.1,,No,AAS07596.1,AY443052.1,+,123,1082,,,,,,,stxA2_acd,2026-03-24.1,__,WP_000649751.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_000649751.1,,No,AAS07596.1,AY443052.1,+,123,1082,,,,,,,stxA2_acd,2026-03-24.1,__,WP_000649751.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_000649751.1,,No,AAS07596.1,AY443052.1,+,123,1082,,,,,,,stxA2_acd,2026-03-24.1,__,WP_000649751.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_000649751.1,,No,AAS07596.1,AY443052.1,+,123,1082,,,,,,,stxA2_acd,2026-03-24.1,__,WP_000649751.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_001365678.1,,No,GDR53740.1,BGEN01000020.1,-,170042,171001,,,,,,,stxA2_acd,2026-03-24.1,__,WP_001365678.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_001365678.1,,No,GDR53740.1,BGEN01000020.1,-,170042,171001,,,,,,,stxA2_acd,2026-03-24.1,__,WP_001365678.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_001365678.1,,No,GDR53740.1,BGEN01000020.1,-,170042,171001,,,,,,,stxA2_acd,2026-03-24.1,__,WP_001365678.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_001365678.1,,No,GDR53740.1,BGEN01000020.1,-,170042,171001,,,,,,,stxA2_acd,2026-03-24.1,__,WP_001365678.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_263305275.1,,No,ABB36586.1,DQ235775.1,+,1,960,,,,,,,stxA2_acd,2026-03-24.1,__,WP_263305275.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_001476133.1,,No,ABR09934.1,EF441604.1,+,1,960,,,,,,,stxA2_acd,2026-03-24.1,__,WP_001476133.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_032205184.1,,No,CAQ68302.1,FM177471.1,+,277,1236,,,,,,,stxA2_acd,2026-03-24.1,__,WP_032205184.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_000649753.1,,No,AAA19623.1,M59432.1,+,197,1156,,,,,,,stxA2_acd,2026-03-24.1,__,WP_000649753.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_000649753.1,,No,AAA19623.1,M59432.1,+,197,1156,,,,,,,stxA2_acd,2026-03-24.1,__,WP_000649753.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_000649753.1,,No,AAA19623.1,M59432.1,+,197,1156,,,,,,,stxA2_acd,2026-03-24.1,__,WP_000649753.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_000649753.1,,No,AAA19623.1,M59432.1,+,197,1156,,,,,,,stxA2_acd,2026-03-24.1,__,WP_000649753.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_062881835.1,,No,PAU09262.1,MRVY01000159.1,+,530,1489,,,,,,,stxA2_acd,2026-03-24.1,__,WP_062881835.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_062881835.1,,No,PAU09262.1,MRVY01000159.1,+,530,1489,,,,,,,stxA2_acd,2026-03-24.1,__,WP_062881835.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_062881835.1,,No,PAU09262.1,MRVY01000159.1,+,530,1489,,,,,,,stxA2_acd,2026-03-24.1,__,WP_062881835.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_062881835.1,,No,PAU09262.1,MRVY01000159.1,+,530,1489,,,,,,,stxA2_acd,2026-03-24.1,__,WP_062881835.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_050864278.1,,No,TJA36680.1,RRSO01000070.1,+,255,1214,,,,,,,stxA2_acd,2026-03-24.1,__,WP_050864278.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_050864278.1,,No,TJA36680.1,RRSO01000070.1,+,255,1214,,,,,,,stxA2_acd,2026-03-24.1,__,WP_050864278.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_050864278.1,,No,TJA36680.1,RRSO01000070.1,+,255,1214,,,,,,,stxA2_acd,2026-03-24.1,__,WP_050864278.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2 subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2,WP_050864278.1,,No,TJA36680.1,RRSO01000070.1,+,255,1214,,,,,,,stxA2_acd,2026-03-24.1,__,WP_050864278.1,Virulence,Stxa2,existing,,,,
,stxA2,,Shiga toxin Stx2a subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2a,WP_263305233.1,,No,AAM70045.1,AF461173.1,+,329,1288,,,,,,,stxA2a,2026-03-24.1,__,WP_263305233.1,Virulence,Stxa2a,existing,,,,
,stxA2,,Shiga toxin Stx2a subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2a,WP_263305248.1,,No,AAS07606.1,AY443057.1,+,1,960,,,,,,,stxA2a,2026-03-24.1,__,WP_263305248.1,Virulence,Stxa2a,existing,,,,
,stxA2,,Shiga toxin Stx2a subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2a,WP_263305257.1,,No,AAT66010.1,AY633472.1,+,1,960,,,,,,,stxA2a,2026-03-24.1,__,WP_263305257.1,Virulence,Stxa2a,existing,,,,
,stxA2,,Shiga toxin Stx2a subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2a,WP_263305281.1,,No,ABC67318.2,DQ344636.3,+,798,1757,,,,,,,stxA2a,2026-03-24.1,__,WP_263305281.1,Virulence,Stxa2a,existing,,,,
,stxA2,,Shiga toxin Stx2a subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2a,WP_047090830.1,,No,ACU32684.1,GQ429162.1,+,1,960,,,,,,,stxA2a,2026-03-24.1,__,WP_047090830.1,Virulence,Stxa2a,existing,,,,
,stxA2,,Shiga toxin Stx2a subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2a,WP_096836064.1,,No,QZL10984.1,MZ229605.1,+,1,960,,,,,,,stxA2a,2026-03-24.1,__,WP_096836064.1,Virulence,Stxa2a,existing,,,,
,stxA2,,Shiga toxin Stx2a subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2a,WP_263305369.1,,No,CAA90630.1,Z50754.1,+,176,1135,,,,,,,stxA2a,2026-03-24.1,__,WP_263305369.1,Virulence,Stxa2a,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_263305328.1,,No,BAA77749.1,AB012101.1,+,1,960,,,,,,,stxA2b,2026-03-24.1,__,WP_263305328.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_263305329.1,,No,BAA77751.1,AB012102.1,+,1,960,,,,,,,stxA2b,2026-03-24.1,__,WP_263305329.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_263305332.1,,No,BAB82994.1,AB048223.1,+,1,960,,,,,,,stxA2b,2026-03-24.1,__,WP_263305332.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_263305333.1,,No,BAB82998.1,AB048225.1,+,1,960,,,,,,,stxA2b,2026-03-24.1,__,WP_263305333.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_263305334.1,,No,BAB83000.1,AB048226.1,+,1,960,,,,,,,stxA2b,2026-03-24.1,__,WP_263305334.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_001367518.1,,No,BAB83004.1,AB048228.1,+,1,960,,,,,,,stxA2b,2026-03-24.1,__,WP_001367518.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_263305340.1,,No,BAB83024.1,AB048238.1,+,1,960,,,,,,,stxA2b,2026-03-24.1,__,WP_263305340.1,Virulence,Stxa2b,existing,,,,
,stxA2,,Shiga toxin Stx2b subunit A,plus,VIRULENCE,VIRULENCE,STX2,stxA2b,WP_001368064.1,,No,AAD12174.1,AF043627.1,+,177,1136,,,,,,,stxA2b,2026-03-24.1,__,WP_001368064.1,Virulence,Stxa2b,existing,,,,
